SCC,SC,Total,Pro1-1,Pro1-2,Pro1-3,Pro2,Pro3
3820153,XtOicVBMrl,26,2,1,1,3,
3820154,WoaNqrpUyg,2,,,,1,
3820155,MAMLnJzTBu,38,1,,,3,
3820156,EVpgOoyhrs,33,,,,,
3830001,LZBsEhswoN,215,,,,,
3830002,ZnSzcRzMXl,74,,,,,
3830003,NsDRpEFxpf,122,1,1,3,,
3830004,BgzATFQXpq,38,2,1,2,5,1
3830006,WFPPlGseKm,7,,,,,
3830007,MPKjRMawGf,58,4,,1,1,
3910001,whWKkZAJfO,130,6,5,7,8,
3920001,ZquhowhXxq,85,4,1,2,7,
3920002,vaSNYlDANg,23,3,3,3,4,2
3920003,WijeHObllk,11,,,,,
3920004,SxqDZBafZv,7,3,2,2,1,
3920005,mYKYJBJMpN,7,1,2,1,1,1
3920006,LesNyheUAr,38,2,2,,19,1
3920007,RIZkNJpxTt,53,8,5,3,5,4
3920008,miqtiiMBsu,5,1,1,1,4,2
3920010,itKamWVQeS,32,4,1,1,14,
3920012,KmWegZTHEC,28,1,,1,2,1
3920013,iFIWSNRgFN,57,1,3,3,10,
3920014,IZwHiHCiUw,15,8,1,,8,
3920015,MLvfAowEkh,16,1,,,1,
3920016,rKExwdvstY,158,22,5,7,19,5
3920017,udtKPvvvmi,117,7,4,4,6,1
3920018,xAmOGSXgWx,24,6,2,2,7,1
3920019,yTQDuGLtgF,8,4,1,1,7,
3920021,eyByVNujtW,34,1,1,1,4,1
3920023,HdcxmyXifP,2,,,,,
3920029,iWXSTTfOpp,158,27,20,19,49,9
3920030,mdOSEZmWZP,120,7,6,6,13,5
3920031,HetMCewUhy,170,57,40,38,101,20
3920032,znRVtxElcE,98,14,13,8,31,8
3920033,lWELfeYIMn,85,23,6,8,12,2
3920034,hFKOQKXTIx,5,,,2,1,
3920035,DgHHwcWEbb,6,2,1,3,1,2
3920036,zVJQxsfYdy,79,27,18,16,33,5
3920037,GAQbxxwmli,103,17,4,6,17,3
3920038,VlUvUmCKgZ,101,11,2,3,2,
3920039,imLVYJhxsr,108,10,12,9,19,2
3920040,FsfgRyUXnq,159,23,14,18,13,12
3920041,jXNskueqxi,83,16,6,2,11,
3920042,JTiLmelyzy,77,7,3,4,8,3
3920043,qclBShKBQA,155,56,21,29,73,14
3920044,ITsiDHzhnm,115,32,12,12,21,1
3920045,BTfEyJwiqJ,11,,,1,,
3920046,KSeubMZCxz,51,5,6,1,1,
3920048,ySGuUWUHRF,10,1,,,6,
3920049,ZHWzoxGojU,45,16,12,7,17,4
3920051,VmFGndLJIm,78,2,1,,2,
3920052,VQcxgWpEge,6,1,,1,,
3920053,qQWraEoieA,13,,,1,,
3920054,KlYIBwDzAV,11,1,1,,2,
3920055,aFumvZBJry,7,,,,,
3920056,sNDEjNyUiK,18,1,1,1,1,
3920057,WwthzkOlCH,5,,1,,,
3920058,vJBzTJffce,3,,,,,
3920059,pfGYHVUYca,4,,,,,
3920060,QICEhyRxql,38,,1,,,
3920061,oLGdqjPGZp,108,5,1,1,1,
3920062,PGGSxEUCBz,10,2,1,,,
3920063,KoillEXCtk,8,,,,,
3920064,RWRpdXRbYn,1,,,,,
3920065,KCYivnqhHI,1,1,1,,,
3920066,ulojEgOUQz,85,3,3,4,9,2
3920067,XnaarDnRDW,10,,,,,
3920069,AuKhwRSgfi,15,,4,,4,
3920070,KenVQBYQmw,8,,1,2,6,
3920071,KMmsRfyUYJ,12,,,,,
3920072,lLUutGIEbo,4,2,,2,,
3920073,qOPQkwDuzh,11,1,1,,2,
3920074,ltKCGJJsJg,37,5,1,1,15,
3920077,GiGIytqWol,1,,,,,
3920079,GDDUEzaCXo,4,4,,,,
3920080,bHCvmJvzeP,57,3,1,2,17,4
3920081,ajIjIPKSKH,8,,,,2,1
3920082,FJXmfoHgbo,22,1,,1,,
3920083,aiuzrRrBXO,36,,,,,
3920084,MJiQUJKxDf,99,11,7,5,33,4
3920086,VGrRfhKPkI,16,1,2,,2,
3920087,hxoqYQSdbW,3,,,,,
3920088,lqEJlHumIR,8,1,2,2,2,1
3920089,fksjsteHqq,3,1,3,,3,1
3920090,msUNAIMfuB,41,7,4,5,13,4
3920091,VvULElgTXn,51,4,2,6,5,1
3920092,yoxIqJXpio,9,6,4,6,8,5
3920093,korvMUuoxO,23,3,1,1,6,1
3920094,VnrhvcUTFZ,6,,,,,
3920097,TCdaCHjvjM,27,,,1,1,
3920098,BWUzJtNNln,5,,,1,,
3920099,OWchtIzRqa,3,,,,,
3920100,gJTRWiySFt,16,,,,,
3920101,iIORrznfVG,24,3,1,1,,
3920102,mMmxKAVeqb,15,,,,,
3920103,ZGAgozKIPp,13,,,,,
3920104,KxOpdWhbAq,132,11,4,2,4,1
3920105,MQhVPQkSzt,22,6,1,2,,
3920109,NnAlNqrfzZ,71,8,3,12,19,
3920111,dIhEELqXmO,21,,,,,
3920112,QleWpFicfv,2,,,,,
3920113,spUAeNBYqO,5,2,,,1,
3920114,aTsxskAgUj,20,1,,1,7,1
3920115,mXbVcgHPdV,15,1,1,2,6,
3920116,idzpTKXtWm,171,10,12,10,21,1
3920117,vrXoxjYzrj,35,1,,,3,1
3920118,galGZJFZLE,45,4,,,1,
3920119,DueXQYKMIv,66,2,3,2,7,1
3920120,tOiWHNVLIl,4,2,2,1,3,
3920121,QhnUrQMuqS,17,,,,6,
3920122,kXSZATsCUG,23,4,1,1,1,1
3920123,YfxFeiFwEA,1,,,,,
3920124,kLPIKbjldp,3,,,,,
3920125,FkUqiHlyKT,6,1,,,4,
3920128,mxTKPNcxod,16,1,2,2,7,1
3920129,rolaqZKoji,111,11,2,7,4,1
3920130,ZiDHgsRAFf,69,5,2,6,9,1
3920135,HuJamEBupU,1,1,1,1,1,1
3920136,VoKcznSIia,2,,1,1,,
3920138,RLMLfcgcej,10,,1,1,5,
4010001,BWBNIDPSXp,113,1,,,1,
4010002,NihHPZXiyF,117,,1,,1,
4010003,gEKbfxuTxI,118,,,,,
4020001,ogUOicmRAK,111,6,7,6,30,1
4020002,dzLYMVRsHb,84,3,5,1,15,1
4020003,asocusnYoM,4,,1,,1,
4020004,FTDaaWiQSz,47,10,11,10,23,2
4020005,GlokKBgDOV,40,18,16,10,25,2
4020006,XIWKJdwkts,49,6,14,13,43,6
4020009,KSDbXihhdB,160,5,2,5,12,2
4020010,gBSdEnzHUi,75,3,6,6,16,3
4020011,iwoCJpTyme,80,4,1,3,3,
4020012,NqteShvQwu,94,10,10,7,37,5
4020013,WNADDqdSxK,50,3,2,,2,
4020014,IOJYiwoTGo,150,3,7,5,25,
4020015,YtkSIccPYP,143,3,3,2,11,1
4020016,BGuUblGvlv,70,6,2,8,6,3
4020017,jRVCrUxIyk,43,1,5,4,22,3
4020018,aFVFRCzoJA,36,9,15,15,27,9
4020019,bIgXQTWhTs,65,13,20,12,30,11
4020020,EipGIGMIPV,59,8,11,21,31,3
4020021,IIYoNglhNx,171,26,26,25,37,8
4020022,DyzSGYBUHA,128,17,12,29,47,13
4020023,DYpEiiUjHx,88,5,4,2,12,1
4020024,eLCowBRrXE,99,7,2,2,11,2
4020026,XWWdmXsdWG,99,6,11,4,16,1
4020027,DuLJkVUHLE,55,5,2,4,9,
4020028,kZUvUjOcTg,158,10,4,1,6,
4020029,GkxcPpHvnE,94,2,3,1,3,1
4020030,cGnTnfAfLe,72,10,7,5,15,1
4020031,eSMLEsaHnB,153,7,11,5,15,1
4020032,hKMWRnScHV,102,7,12,7,17,
4020033,sIoteLdMCI,231,22,10,11,18,1
4020034,fsBORKYzjf,231,32,24,44,97,9
4020035,EWtMUKptvE,95,3,2,3,10,1
4020036,QASoNrKcVN,99,7,13,7,12,
4020037,TYJLvGFFUq,151,15,14,7,33,3
4020038,LQLPDSgALO,128,8,7,2,7,2
4020039,fweKaQAugy,192,28,19,13,32,8
4020040,PeZDMHQkoE,94,8,13,14,29,5
4020041,zLkJEVnJQx,244,13,10,5,25,2
4020042,pAQkHCwnkO,112,13,15,12,22,5
4020047,kCDxIsTOOy,111,18,13,15,20,3
4020048,CaOgDIQWBI,222,11,9,6,23,4
4020049,EDatBkuQbH,99,11,3,3,8,
4020050,rfrZRtqiZp,185,8,4,11,21,4
4020051,TtPYvzEanQ,165,1,2,8,22,1
4020052,pFTGXooVOu,180,5,9,9,19,2
4020053,sCVRxAfciW,55,2,1,7,14,
4020054,fwnAFwksJp,127,2,6,7,2,
4020055,xpbLeDfTVx,79,12,6,8,50,9
4020056,ryEZxCFGeV,42,1,3,1,3,1
4020057,gJZemdrFpL,71,3,6,14,19,1
4020058,iGcgCdBONy,36,7,9,4,18,7
4020059,HQuMBCkpqu,29,13,8,14,17,5
4020060,bFnCKHzTfu,108,13,4,5,28,9
4020061,wYgkjOFhTd,60,2,5,2,16,1
4020062,CdoBHBzWDS,38,,,2,1,
4020063,TvgwDltklx,132,4,11,10,58,2
4020064,uFhGpeGpVu,2,,,1,1,
4020065,eBpeGdoPEi,292,43,34,32,125,6
4020066,WHdRIEHUsR,125,13,5,5,18,
4020067,yUiHjfRJZJ,67,4,6,5,10,
4020068,FOBjdezXUZ,217,23,20,17,42,6
4020069,eORIlYMtZW,103,2,1,2,,1
4020070,NKzhJJnSPV,195,16,14,12,46,4
4020071,zaaUzxUPnO,43,7,5,3,15,2
4020072,CnMdBVDSlG,160,1,5,3,21,2
4020073,VjFHmpGLHW,212,8,8,9,33,4
4020074,ebSwaxJBjA,5,,,,,
4020075,BmnfrxTZUQ,104,14,17,12,40,9
4020076,lpDhWzEUvJ,101,12,9,13,55,2
4020077,hREaZpWAfM,191,27,19,24,71,10
4020078,WfMpRMyffX,183,5,8,8,22,3
4020079,rMxSNNUoAE,162,,4,4,23,
4020080,UuhhskEcIo,168,7,17,14,48,1
4020081,GcYHOignPR,113,4,5,10,36,2
4020082,qFUAZkMNCq,252,3,1,6,4,
4020083,czvkpdEinO,289,14,7,20,38,3
4020084,BnIXXXWOha,89,8,5,6,9,1
4020085,HdmZplhIls,102,6,7,5,13,
4020086,GpoEQtgUWm,49,,1,6,7,2
4020087,ivNtuGuAJg,31,1,,4,5,1
4020088,iRcCzzIPFt,53,6,8,14,17,4
4020089,xqKVovtdzd,72,4,4,6,24,2
4020090,gWEtgeUBVk,218,5,5,7,27,
4020091,MaCkLaySRJ,3,,1,,,
4020092,fgGaEOvHaV,159,3,13,7,48,2
4020093,ReiPPCzSPG,103,2,4,4,2,1
4020094,YkcZBHvXyJ,91,4,3,4,9,
4020095,PlQjeTaSJh,107,7,3,6,10,
4020096,pJfCuiirve,108,10,11,12,13,7
4020097,iISHEtxDLc,45,1,,,1,
4020098,YXfKcopcMb,17,,2,,1,
4020099,EpHTNoMFtG,17,2,1,3,1,
4020100,uLUyoDRjlf,51,17,5,8,9,4
4020101,XbGUyhpGJs,31,5,5,2,8,3
4020102,kfnqAJqlbN,31,7,11,6,5,2
4020103,xNaBJkimfO,235,34,27,23,90,8
4020104,DsKgWMGFIP,195,17,9,17,13,
4020105,sCtgpcjlTs,223,12,10,10,14,2
4020106,ePdwMylYja,258,8,5,13,46,1
4020107,jbYWifoHwV,165,11,5,18,35,2
4020108,VUYMIXkIlP,94,8,2,2,21,
4020109,lYunuyGVLa,80,8,5,8,29,
4020110,xMZYeHMJfa,32,15,8,5,6,1
4020111,cbMNLGdAQb,79,18,9,13,33,3
4020112,zppPgBQtSs,89,9,6,4,7,
4020113,rceEZKNrBX,46,5,6,5,21,
4020114,jpFzUuEXjV,135,8,13,25,24,9
4020115,aEIkbAfjOY,37,5,4,7,7,2
4020117,FplQObouHN,153,12,17,6,34,6
4020118,UALxJkBQFM,91,29,12,12,16,4
4020119,EICtzQQqFQ,80,2,5,4,24,1
4020121,WKsVeNMDxC,50,8,3,1,13,1
4020123,blHVjMkgFn,137,12,11,7,7,5
4020124,AqesIyNNnh,73,9,7,11,30,5
4020126,BrGNoajTin,61,3,5,5,16,1
4020127,gHnSlsNKUQ,141,5,1,,6,
4020128,vIgyAfhTBU,82,12,11,4,8,
4020129,eklCiEMPWU,140,5,6,7,9,4
4020130,TRCdzMdZIT,191,7,4,8,16,4
4020131,DyrkvakOjF,172,17,17,15,37,10
4020132,sFVSOTzhoR,315,35,28,25,77,9
4020133,QUQHBmQSWA,57,11,14,13,11,5
4020134,LCtXwKCJxl,79,1,2,2,2,
4020135,inNWytBtIa,152,4,20,6,63,3
4020136,dwLBMginyI,127,6,2,3,28,1
4020137,dkDSEbGjNX,160,13,18,18,24,8
4020138,kbtpUvzpXU,173,3,8,5,4,1
4020139,UIqQMITngM,229,10,7,3,28,
4020140,gzIlXXUUVL,107,4,6,2,25,
4020141,pLrJiuqDMi,222,25,11,14,41,9
4020142,CzfwXwdtzR,104,1,3,2,6,
4020143,VXxqbEvCHn,132,8,7,4,19,2
4020144,rNfoWVecXR,48,4,3,2,5,
4020145,vNahttErLo,88,10,11,12,27,9
4020146,GzpEqDrMwr,105,7,6,3,5,1
4020147,CjZyUXZmYk,38,4,,1,7,
4020148,IxZlziHKGc,161,82,76,73,85,40
4020149,THydtQrZUv,14,1,,2,3,
4020150,WIvjqmkBwF,45,1,5,1,1,
4020151,QRBTPrefhQ,75,49,41,49,62,21
4020152,qCRmqSvlgy,36,23,22,24,25,11
4020153,WJlGBDaRDx,37,18,13,14,15,3
4020154,AjaiNoAZaa,64,2,4,5,6,1
4020155,NRZmuRStkB,59,11,1,2,11,2
4020156,DxlniwITky,78,5,5,6,19,5
4020157,EJDxvPfbYL,185,23,17,24,33,1
4020160,DLFdbpMLEp,76,7,7,7,27,5
4020161,BKAqjaTZSi,54,4,5,6,1,
4020162,EZZFPHVhkB,69,17,8,7,19,2
4020163,aVdzhlqAmA,35,2,2,2,9,1
4020164,ktWeSJgmQt,56,13,9,7,31,12
4020165,sSOOoLQtdt,18,2,,,,
4020166,JwqlvrTmFJ,29,1,,3,8,
4020167,NUNFkKIoIB,61,28,23,26,48,20
4020168,KTZguyMKDb,48,6,1,6,3,
4020169,aKTdGLlZBB,14,2,,1,2,
4020170,OBDQxJFfLa,119,12,7,15,9,3
4020172,WYPuTMQVaJ,196,10,10,7,25,7
4020173,MaouRXffXH,158,7,8,5,13,1
4020174,NPkOJbgBhP,60,1,2,1,6,
4020175,QGcHaIBNAU,28,6,5,6,17,2
4020176,JbkdFpUDwf,224,19,15,25,45,4
4020177,ghqHQKfwHR,225,4,3,4,7,1
4020178,GjltrNHxBc,38,4,2,4,2,2
4020179,dkfhLQVabD,23,,,,15,
4020180,ZZnQEIQJfE,63,7,2,2,6,
4020181,symMWrdqDW,67,,2,,13,
4020182,LmQszxtvwq,107,3,5,9,12,2
4020183,BcJgxqwRxQ,42,13,6,7,21,3
4020185,WfLqIlPaxT,67,2,3,3,3,1
4020186,KsBobtTHDv,76,2,1,3,7,
4020187,vanqgqsZpW,71,2,1,1,10,
4020188,RiuwbWQozm,95,6,9,25,15,10
4020189,MamcaLoosn,108,3,4,4,1,
4020190,PUZCsCVWyn,221,3,4,5,18,1
4020192,ERuCAdpZrv,89,1,2,5,,
4020193,NcAItCycAy,118,3,10,3,25,
4020194,rfXpYpeYJA,78,1,5,8,4,1
4020195,ElYOriPscv,116,2,,1,11,1
4020196,hxpJJdHdaz,108,9,5,1,16,1
4020197,yQCJKRXUtc,6,,,,,
4020201,vAcUIsUtGB,2,1,2,1,2,1
4020204,MSZBzXLtJg,4,,,,,
4020205,VzvIWIIAlt,2,1,,1,2,2
4020206,ZDBCcUKpsx,115,2,1,1,8,
4020207,aWapFEwCrw,1,1,1,1,,1
4020208,BJYpejAbUh,173,23,13,8,5,1
4020209,OBGLFBzdWd,87,8,8,7,13,4
4020210,iRmGoeWEpp,189,32,10,13,60,12
4020211,rWOhLyueyG,136,6,3,7,37,3
4020212,aMmBMRLMYp,187,18,15,18,46,7
4020213,LPqdyjGPJS,153,4,7,4,38,
4020214,gmcdifhGYU,137,9,7,8,12,1
4020215,VaGhgDxtHC,151,4,2,7,24,2
4020216,vCqoFsDqWb,205,20,10,11,102,
4020217,bmxpjjBAyn,123,8,9,7,10,3
4020218,WwOezazkYl,261,19,11,12,35,1
4020219,JXdZrYjriv,180,3,4,2,11,
4020220,YORSlxSxoz,164,7,4,6,3,
4020221,bIKzULHnei,226,8,7,7,38,2
4020222,EvjHuvJXkw,3,1,1,,1,
4020223,reXBnhcvso,274,35,30,36,160,17
4020224,zxaCrghRVK,217,9,8,9,27,5
4020225,ljWpRTqPhs,225,2,5,6,59,
4020226,MMLtYsgxke,248,10,10,16,51,1
4020227,rsFbjFjTRc,253,13,7,9,31,3
4020228,kZhSyPEIvn,288,13,11,10,16,5
4020229,nazSsFOpBC,239,11,13,11,33,4
4020230,FivjUzHfWZ,165,12,9,8,38,7
4020231,YonhbMnsQg,65,8,10,3,26,1
4020232,HKaHRvSOOU,75,3,,4,9,
4020233,dJkcLUQgNZ,171,7,7,7,49,2
4020235,iTPxiSFnos,170,8,12,12,80,
4020236,ReLuIXgykq,57,4,,4,3,2
4020237,okGokYxbIV,212,10,3,5,22,2
4020238,pbjAtAYEnZ,272,7,4,7,57,1
4020239,nyjxsdFnhQ,157,4,3,2,2,
4020240,TcBflBoUeE,103,11,5,4,5,
4020241,VLRLXtidhO,128,9,5,7,15,3
4020242,zLZdZMxnnx,176,13,6,6,7,2
4020243,ErNdmUawvT,20,4,4,2,9,
4020244,lYqFEviCHP,99,23,34,22,60,13
4020245,wvdOnzgYqu,164,17,8,5,27,4
4020246,vKFLnLVetu,163,15,4,9,38,
4020247,XJIvcNbTvJ,145,4,1,5,9,
4020248,MWjprmnKDq,208,12,6,7,32,2
4020249,IwykdPVyUf,130,2,2,5,12,
4020250,NLRXjJegnE,253,18,15,13,88,3
4020251,GBBDFVnIuG,43,2,2,2,3,
4020252,DGHBWYLOZw,88,4,5,4,15,2
4020253,IOmlAXOiBM,176,7,1,8,5,
4020254,qbOTseuPBx,235,22,13,15,71,3
4020255,FZrbevUoou,271,6,3,5,21,2
4020256,XFpsYcCipv,17,,2,2,1,
4020257,OyjkbFBTvs,100,5,6,6,13,1
4020258,AGEybitBzd,110,1,3,3,5,1
4020259,GLUAxRpMKa,164,10,7,15,28,3
4020260,sIpRWDqEmY,184,33,19,21,72,15
4020261,ZWWtOWLMvC,157,30,14,11,30,3
4020262,vRXlPehten,153,6,9,5,31,2
4020263,lzzBSXXJRy,277,7,2,5,13,1
4020264,FRSueMDQsD,73,2,1,2,6,
4020265,HzsIVIGIdK,46,1,1,2,4,1
4020266,pBoiXNUEzC,257,16,12,17,93,3
4020267,ROgAMFeELO,133,9,5,8,18,1
4020268,HRUhDlWbED,8,,1,,1,
4020269,PUFrOwVioP,183,14,6,5,24,2
4020270,xQVvYCjBBT,253,8,8,5,20,3
4020271,FNjsKNLsqU,137,15,8,9,19,5
4020272,qAxqzGSFWZ,240,15,14,20,75,9
4020273,sZJfCAOUwd,284,22,12,13,83,1
4020274,HPOEGfWLuc,100,6,5,5,16,
4020275,bSpipJLkUi,61,3,7,11,6,2
4020276,gbGjChNltv,74,17,30,25,43,14
4020277,qyxPqmLeWh,60,17,6,3,8,2
4020278,SdPSFXVrXF,120,7,12,13,65,3
4020279,gIfwvYWpjX,229,15,11,13,39,3
4020280,ZXMgmqBDLn,159,7,4,6,45,
4020281,KAisfZoEtA,15,,,3,3,
4020282,sTDCTIuLJw,12,1,2,1,8,1
4020283,UZmOHKDJqD,68,6,8,5,13,1
4020284,xCgczoAqjU,52,,,1,3,1
4020285,pDrPybjdAa,63,6,1,2,2,
4020286,tYlcliLwXU,161,7,3,6,9,
4020287,inyEAaEmmY,122,9,8,3,29,2
4020288,iMZWPDBQVV,265,14,13,13,30,
4020289,JjNzLsDFqa,97,3,2,3,4,1
4020290,LMDgZQEfVn,119,10,11,9,24,4
4020291,ZlwVYsupru,118,2,3,1,6,
4020292,KKaYBVxhDi,102,16,8,11,24,6
4020294,gCpxslEvAm,76,2,6,6,16,1
4020295,VwCoiAmGFR,130,5,4,2,5,1
4020296,rKTCSMclPF,94,8,4,5,7,2
4020297,dqatPXyQCe,135,11,9,15,40,
4020298,YqtElnAVRu,108,4,3,3,4,2
4020299,DGrPpZYyjc,57,1,,2,9,3
4020300,YxDpZHqDTa,104,2,,2,4,
4020301,vZWoTsqcyE,126,49,24,33,20,2
4020302,fEgMPNxOUJ,71,2,1,,,
4020303,nFSWcOEMWQ,146,2,,1,6,1
4020304,okQitwwoMf,79,6,4,7,5,
4020305,QWxEhqSGps,120,11,6,9,9,5
4020306,ntxEkhOMjY,202,10,8,3,23,1
4020307,igiLxXDLdE,167,13,9,6,20,3
4020308,XKhbCuulZA,53,5,3,3,2,
4020309,HLvkpmdNuk,155,7,9,12,27,3
4020310,jiCCxiSqtO,116,8,10,8,21,1
4020311,QVZfmMXTWj,152,8,9,11,13,8
4020315,vIVyEcOUBM,107,4,3,4,8,2
4020316,ngxlaMdDEJ,168,20,22,16,71,7
4020317,sLsMsGKNrU,139,17,10,25,67,3
4020318,oTEKdZCAyC,37,4,4,2,4,1
4020319,zhTTjRMwhd,126,8,7,3,,
4020320,kmaDuvajcy,49,,,2,4,
4020321,bZkAusaiEO,112,7,3,4,20,
4020322,jRNYWWDZNE,106,4,1,3,12,1
4020323,tzBHqMDzev,300,14,10,14,27,2
4020324,sDeZnCGzQB,157,8,5,7,14,1
4020325,EkZHbmthEc,74,12,9,13,19,8
4020326,rzFLOMtlaB,145,2,1,4,4,
4020327,lMICRbnTjq,88,3,2,3,3,
4020328,CDodvPbjmS,47,3,4,2,2,2
4020329,ZCGVYfEdXQ,96,5,7,16,26,3
4020330,VRONkXuBJr,61,3,2,9,17,1
4020331,UOeIoBmGSY,92,,,2,,
4020332,nRVrccBZkm,90,3,5,1,3,2
4020333,bdIfikIzqq,175,8,3,6,15,1
4020334,CllhrlazYZ,30,18,10,18,19,9
4020335,rkVbiyJssg,35,,1,,2,
4020336,cqmZStkbOx,125,4,7,6,27,
4020337,mHoWlBizkR,163,8,11,6,5,
4020338,WrRTPwpZrq,74,7,17,9,27,3
4020339,XYDjDBalUV,140,4,6,3,3,
4020340,hvviGdKbPp,42,3,1,,4,1
4020341,LBwblNJGdu,44,3,,1,8,
4020344,yZRtHdArjf,167,4,2,13,22,
4020345,FtCeGwzSLN,139,13,6,8,11,3
4020346,sNXFzAYsXQ,55,3,1,1,24,1
4020347,kwAjlfbtUv,58,15,14,7,20,7
4020350,WJaDMmXLOm,131,6,3,8,3,
4020351,jyodHhSzlx,218,12,5,10,24,2
4020352,QCqENgGkrD,68,2,3,3,20,
4020354,oUZIpDvQsk,119,1,6,8,26,
4020355,KzaAWYQTNl,128,18,2,4,6,
4020356,XuVKPdIkVd,8,,,,1,
4020357,azXcOOvGRr,45,2,2,3,7,
4020358,lcMmzfCgsj,118,20,4,5,31,
4020359,KhbQNAjyHs,72,7,4,3,17,
4020360,frWPkkXhii,115,16,5,8,85,6
4020361,aeQnYKetUK,110,6,10,4,19,2
4020362,nsOwTDUSGU,57,11,6,8,12,4
4020364,pBnmpzozwv,22,3,2,1,3,
4020366,PMGeLYYknN,309,17,12,21,80,4
4020367,tkTZUTKDqR,117,18,14,6,36,10
4020368,hETyGtrVvE,117,6,3,5,13,1
4020369,ntKpHwsmPu,143,4,4,3,22,1
4020375,OoFlCaUYlO,1,1,1,,1,
4020381,EzimQhSHgf,25,1,2,1,15,
4020382,UKKOMHhNFf,2,2,1,1,,
4020383,yzxAvCnXPx,2,1,1,1,1,1
4020385,sGoqkfQhKv,135,14,4,3,33,3
4020386,yLUbWKZDRZ,72,4,2,2,12,1
4020387,xafKCxZAsp,130,52,24,19,84,11
4020388,PobRJnYwSV,1,,,,,
4020390,OWWyEwCYDp,1,,,,1,
4020391,bNhRObbbnV,76,2,1,,3,
4020392,AVBsvzJWgs,72,1,,1,2,
4020393,ZDdHKsxDuF,88,8,8,18,25,7
4020394,njcvMVihDC,138,6,6,4,20,1
4030001,lESsYcSxzd,8,1,1,1,1,1
4030002,GixFbOaPTa,57,2,3,2,4,2
4030003,fafGIWmwnJ,155,3,,,,
4030004,YTMmkpMqgs,84,4,2,5,7,
4030005,kiGHoxEbIg,54,,,,,
4030006,wfskyQwuTM,92,4,3,1,9,
4030009,dgTXmqOaTh,34,,,,1,
4030010,EAGXHzNlFC,41,,,,,
4030012,ayapCmBuii,65,10,2,4,6,2
4030014,faQpnqCpoa,75,,,1,6,
4030015,ILzyCRLDaf,24,,,,,
4030016,aaaTSjSvgD,28,3,2,2,3,3
4030019,sjhFPWJDzd,52,1,,1,4,
4030021,EDYZRKrlnl,58,8,1,2,9,
4030024,rcIUPrJMhX,20,1,1,1,2,1
4030025,GqdgWyeueh,102,,,,,
4030026,ewkfpadzTU,47,,4,4,9,
4030027,kfgehDSpWA,170,,,,,
4030028,bTOCVjfEib,14,1,,,1,
4030030,ipZrFPyfkc,124,2,4,5,12,
4030032,ZgooEZGZua,170,,,,,
4030033,gTLFGynxMq,161,,,,,
4110001,YoFJwPXumZ,155,2,,1,1,
4120001,QheekkSJRd,45,3,,,2,1
4120002,DPCAdfpZDN,67,6,4,8,13,2
4120003,ODajxHRjWp,75,8,8,2,20,1
4120004,YgjzyKQOCJ,151,31,28,20,49,7
4120005,HJCjLXHWlT,113,36,19,11,48,16
4120006,FdOUFMNsUK,83,11,2,2,3,1
4120007,YBdiGkqctP,40,20,19,20,21,15
4120008,WSTNsRBywU,36,,1,1,2,
4120009,wToDLOaXuw,1,,,,,
4120010,MqXLscaamr,27,2,,6,4,2
4120012,lLyEQFzUXj,130,4,2,10,34,2
4120013,gBHgTXdXro,74,14,2,1,8,2
4120014,qKsHlkgTRL,105,4,5,6,2,3
4120015,AJPgTzXLOl,11,2,1,2,1,1
4120016,IkouUAiiea,4,,,,2,
4120017,IsoVrcojKE,81,18,7,7,18,6
4120018,XqGJobmKnj,38,3,6,2,10,1
4120019,CfxeEXOWmF,63,6,3,9,7,2
4120022,zICaxkGCBh,68,6,9,3,13,3
4120025,sgQKiFwIJP,1,,,,,
4120027,qbQDaTDDXc,117,4,1,2,9,
4120031,QuiZeAAjvX,64,4,6,4,18,1
4120032,hrosgTuDOJ,17,1,1,2,,
4120033,QJxgofsppN,83,11,3,9,33,3
4120034,EtaVlJKxCq,151,18,10,4,48,1
4120035,AnvjJGgKXO,6,,,,,
4120036,acRMbQlgJF,92,23,6,6,40,5
4120037,MuMIzOdMVt,194,12,5,4,15,1
4120038,UtnMHPmlGu,126,10,14,8,3,1
4120039,HdKGyMyytN,152,15,23,11,48,7
4120040,ouqaefUpnL,146,10,5,14,15,3
4120041,nMFAqgaHoI,197,38,21,32,100,5
4120042,kKSVqhLXEb,188,3,2,10,29,1
4120043,UMjZUpbekz,4,,1,2,,1
4120044,oOAFmkpTbx,12,1,1,1,,
4120045,hYdVIzCMuN,7,,,,,
4120046,jRBVHpHuAJ,165,49,33,13,63,20
4120047,UjVdbGbCsw,61,2,2,4,6,
4120048,dWEmAwoIxy,39,11,6,7,26,1
4120049,xBBHGzVUuP,83,13,20,19,38,11
4120050,lCRNccwkCY,122,15,15,15,38,4
4120051,zskHMXNmVZ,158,12,12,10,22,
4120052,wszQPSHuna,83,4,2,1,4,
4120053,mBmppgTitg,169,13,3,2,13,1
4120054,sKNwTkVoEz,16,,,,,
4120055,dajRpWALVu,89,10,1,,2,
4120056,PlwTyoCAJP,98,5,6,7,10,
4120057,xKIzolmmeI,22,16,,7,5,
4120058,vQZwtvAKae,79,6,2,3,2,
4120059,mtLFytTDso,36,5,6,2,1,1
4120060,KmxSiNRuHC,51,,2,1,2,
4120061,jZExBwcKGM,39,3,1,1,4,1
4120062,AlKJsTIydC,54,7,4,7,16,1
4120063,pCSDFcDShH,54,6,2,2,10,
